datetime,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,focus_value,focus_level,Fp1_Fp2_asymmetry,F3_F4_asymmetry,F7_F8_asymmetry,C3_C4_asymmetry,P3_P4_asymmetry,T3_T4_asymmetry,T5_T6_asymmetry,O1_O2_asymmetry,avg_asymmetry
04/29/2025 15:23:35,0.0005338095943639879,2.1767004400865943e-05,1.5768647462384185e-05,1.5402826132179158e-05,0.8752817979974881,0.0005725467950973918,8.280572005779917e-05,7.763436410860547e-06,5.094802010041436e-06,0.8709312123385828,0.000359086766452946,4.7509844002313095e-05,6.0273535246094585e-06,4.429139802024729e-06,0.8690999539454813,0.00039035584402246856,1.9260022690620387e-05,1.5549444662535898e-05,1.4257748599512758e-05,0.8741430588368934,0.0010953660225608605,9.661374954837824e-05,4.716338297101493e-06,1.3105605752772237e-05,0.8753956142789154,0.0004956803279940159,5.490860826157783e-05,1.1287982895487679e-05,8.182667422466778e-06,0.8698111188585174,6.851071981667337e-05,2.6701078619543686e-06,4.106840774864234e-06,3.503557977467099e-06,0.8704394757872553,0.0011159099146355088,0.00017333973565301838,0.00010951220057738412,8.525538597895521e-05,0.8792679454368624,2.417090111590925e-05,1.1559180512683057e-05,6.880346165434518e-06,3.7003089639558487e-06,0.876466421883457,0.0021015760694687324,0.0004939196635407587,0.00013677023193699487,0.0001119412862274427,0.8696227731674105,4.679102334949927e-05,1.8744501217705678e-05,6.6693386114733595e-06,8.227055686172076e-06,0.8854832873530896,0.00046357771592917153,6.872487304201306e-05,2.2219811887527106e-05,1.593935077386512e-05,0.8842321600893446,0.0006618270021982753,4.952900266519546e-05,8.510314836822915e-05,2.7742269834621918e-05,0.8809538760487434,0.00028670113386411163,1.4733558260234943e-05,3.866437413540978e-05,1.0661230139188624e-05,0.8787952987180654,0.0005408825130936427,1.7010747076272134e-05,3.7082846870240765e-05,2.1651544804274404e-05,0.8779027606923602,5.74795065150967e-05,6.162130769263715e-06,2.8360818754013787e-06,1.7228105416047414e-06,0.8807061437767745,0.21424534171832402,Low Focus/Relaxation,12.588712426007387,-41.06168902326952,0.6999238618174505,88.177342350559,-53.82807388743319,-94.16961085887397,93.54990516167999,2.0879013700727556,1.0055514250699884
04/29/2025 15:23:36,0.0003194773783186724,4.306099470066552e-05,9.934001319876361e-06,1.027813147078579e-05,0.8751633004913334,0.00014239900171287708,3.828383937470677e-05,9.594085487847375e-06,9.253680265575184e-06,0.8714625886394656,0.0002503208541047787,1.993360756069202e-05,4.933719032651478e-06,8.019244110659784e-06,0.8685792322505872,0.0007820767428930726,5.122227498710377e-05,1.4584664433601435e-05,2.1468797949329054e-05,0.8727192132066739,0.0013122639630167236,0.00019689098899691916,4.887410243717327e-05,4.210800150209639e-05,0.8750389296539788,0.0008130539311044207,9.734491725334444e-05,3.403399782331153e-05,4.406069475578348e-05,0.8681303906539816,0.00022095126161254683,2.168742641569402e-05,3.7004544963661775e-06,1.5162650422758746e-05,0.869245840699618,0.001250067706592948,0.0003455162649977104,8.842400152186937e-05,0.00016049040342770943,0.8779383225345795,0.00013209107273992807,6.087207006048354e-06,2.8957348161608674e-06,4.073810790675798e-06,0.8748796710570306,0.0012450384519500852,7.50319976010572e-05,7.553841091463676e-05,3.8343528067094326e-05,0.8719803040086507,0.00024069670863247842,3.0821231185800906e-05,4.540223134976084e-06,5.9848747496379935e-06,0.8839454945632995,0.0003265218525302917,1.8617001318826777e-05,8.11685184742664e-06,6.267652517829542e-06,0.8830287732597192,0.0013192709311660824,7.257386874664289e-05,1.6790968767283635e-05,2.584391780509793e-05,0.8771587867651943,0.000573196653005726,5.4535998279809564e-05,1.891970951806832e-05,1.9679943178442905e-05,0.8757269355655384,0.0006341969661363228,3.9531773094932294e-05,2.0708408551995368e-05,1.1966975780985366e-05,0.8761220439544719,0.0001185377031869679,3.845238603573552e-06,2.1251070170706656e-06,1.2724650207757012e-06,0.8792461950832176,0.29574965908309137,Low Focus/Relaxation,32.07894522961182,17.89946285976444,-18.96784743707113,93.65803071212999,-28.257940459570513,-90.66000130826622,77.53120635276409,-4.513711781025215,9.846018021042159
04/29/2025 15:23:37,0.001828303820114989,0.0007070032136377983,0.0012661922396786241,0.004903858681920571,0.9975858173118944,0.0007509474099895031,0.000729437563132881,0.0012592603816644322,0.004808327139701418,0.9925182529101436,0.0010924337608761154,0.000742221991109124,0.0013408649919031013,0.005123316100102668,0.9892493626468334,0.001613193043628878,0.0006934317339243143,0.001330061248361455,0.0048926876624088775,0.9953409055513908,0.004437812867584316,0.000685250017738305,0.0013865973858062167,0.004907896853512049,0.9912453361403786,0.0021717146806423744,0.0007413682660905458,0.0013056569653893011,0.005052636496913271,0.9884753418383065,0.0012828421848242902,0.0007557849409346549,0.00142569708560345,0.005185850220593196,0.9898185917011108,0.003832437296403711,0.0007886663770762832,0.001418476553794427,0.005308818145911949,0.996014887755685,0.0005874688145814869,0.001026011052289827,0.0009598905682823402,0.004454632608501024,1.0300699842014576,0.006119916982847406,0.0010897396908879366,0.0009165819484719546,0.005134913299431144,1.0158558013942234,0.0007484969714183647,0.0011003246812184386,0.0009938263703569924,0.004516237302892314,1.0421903173416731,0.000834888214253303,0.0011180754364766084,0.0009695408277602727,0.004643530885336534,1.0420828159223203,0.005211296942685159,0.0010688990449308682,0.0009814599105044367,0.004746107186144978,1.028862897534313,0.001892280987362722,0.0008496662207743249,0.000882662250512805,0.004316807958707754,1.029455040025261,0.0013118734192083539,0.001155108269998991,0.0009462344735117785,0.004544309770628514,1.0333857175837546,0.0005803974733481345,0.0010684264791475798,0.001046393007991741,0.004840396081584889,1.0394557028694102,2.4082549074199404,Very High Focus/Stress,-3.1384875155732415,3.0064180370243716,-2.460045175752307,19.28154746402877,1.2369332960236816,21.735887557584036,-3.2020614954391102,-3.475987581140145,4.123025573344506
04/29/2025 15:23:38,0.0001866875577671593,1.582425969903519e-05,3.46768014376834e-05,9.47040940060035e-06,0.875803629925783,3.4361041052825966e-05,4.209189948712833e-05,2.2942720755086865e-05,9.534378150212214e-06,0.8718302688353334,9.186648876027367e-05,2.0038508521195374e-05,1.044433755809009e-05,6.686292600524123e-06,0.8691456878469682,0.0002486168216324396,5.146954331728275e-05,2.781343075081864e-05,1.975432794688084e-05,0.8739935925989468,0.0010133080657968813,9.135415258847935e-05,5.140099080431869e-05,1.9303751668773727e-05,0.8757417314940527,0.00030394000728123675,7.540041536234988e-05,3.62394259370094e-05,4.4730596013544156e-05,0.8694118907046404,0.00010456755930996065,1.5121456143190275e-05,1.6612665637228275e-05,1.2216388524263092e-05,0.8698735274488233,0.0008404928880930169,0.00010776416645485005,9.150357977428981e-05,8.15517790670491e-05,0.8788551871004044,9.504932077381934e-05,5.4935467841358746e-06,3.519482583368508e-06,4.5815239187653525e-06,0.8754948105824795,0.04212976714100596,8.003012029880385e-05,1.768407766908317e-05,7.026877319017994e-05,0.7877078831794041,9.964628924034373e-05,1.7285915181663574e-05,3.3023796142180338e-06,5.454958311485005e-06,0.884567210692355,0.00011009948637977373,1.040438489783265e-05,6.91243482749115e-06,7.3849459532623205e-06,0.8839345634567293,0.00045361715322908596,3.996448273918686e-05,6.441588304181932e-06,2.625698270005224e-05,0.8806782586277342,0.0002682339965073493,6.770597060180259e-05,1.1371964460589095e-05,1.8860883951655083e-05,0.8770621232280146,0.00029945245170541745,3.607879437963141e-05,1.3982780390333019e-05,1.5472374495260225e-05,0.8770419971525504,4.1806484956587995e-05,5.918756349083617e-06,1.2467916260102463e-06,2.6150115454165545e-06,0.8798617010056148,0.2820141396240786,Low Focus/Relaxation,37.434814052078394,17.299740725855813,10.98310959409044,92.59236127305287,-35.34136849840874,-3.123946849080938,67.56685706662049,-10.297149291364185,22.13930225910552
04/29/2025 15:23:39,0.0001691395338877453,0.00010429472467333555,1.1946859412476558e-05,1.9352570665919684e-05,0.875850597556813,0.00013178238098862717,9.136198166438694e-05,8.207665061649306e-06,1.735561239898607e-05,0.8717548884444586,6.49634760568135e-05,3.896950370165274e-05,4.31236719279522e-06,6.040763594888667e-06,0.868941095706844,0.0003309697943514578,5.61343747117602e-05,1.5856825998359126e-05,2.4811194320025345e-05,0.8739960687459919,0.0006898424679626829,0.00022957972460109624,2.9762657613270276e-05,4.493465719564281e-05,0.8783164513133666,0.00022940414421859526,0.00011588354978543989,1.1238574688793308e-05,3.483275356909788e-05,0.8690789423249632,0.00017351154477318481,4.459245539614427e-05,8.134556977704083e-06,9.04584757183174e-06,0.8699616911368956,0.0018365299173546982,0.000329909213687601,0.0001529851048250986,9.173902589459213e-05,0.8756640910649158,0.00024901288049737467,2.711834818801282e-05,8.985243235528039e-06,1.0111868053520825e-05,0.875509127624476,0.0075742652586016455,0.00029690671521908106,0.00015018444863793907,0.000166789406639407,0.8573103122342026,0.006616808646242696,0.0004403965604325518,1.961802064949875e-05,6.131880537068595e-05,0.8704122731593908,0.02720629126336394,0.002126519554732241,0.0007942561620518388,0.0004903680034760419,0.8337000625629611,0.0009253343003519757,0.00019398713273851184,2.0219431700111935e-05,9.820319992173808e-05,0.8779713706769987,0.0043159156156230855,0.0003067358488048802,7.857669946381532e-05,8.727186528440557e-05,0.868948501513263,0.00440884700759662,0.00035416536363818535,0.00044855846245375373,0.00030900201126736514,0.8714570475911211,0.00036651384760989124,3.525423190515131e-05,2.0629612506511868e-05,1.4499588560531622e-05,0.8795147410035825,0.21779159831558947,Low Focus/Relaxation,31.112522633248663,45.17933214301136,-14.062763723972976,88.90507633883111,-95.179102355997,-89.72384023500925,-1.0041380756062372,-70.18726689451887,-13.12002252125165
04/29/2025 15:23:40,0.0014264464401078736,0.00032567931319323724,5.098760128418532e-05,8.727698713526601e-05,0.876698516606095,0.0034220128039462857,0.0011443444994568017,0.00016526634207046919,0.0007675903988897193,0.8665888325471005,0.002323628272138955,0.00029810995291731105,0.00011090675002285906,0.00023093076218460323,0.8673006308598213,0.0009135117101504873,0.00012688846403337636,2.851229487837211e-05,0.00011539014409982305,0.8746356499977501,0.0012402776767317784,0.000965759724245591,0.00018129929636286288,0.0006658843361318193,0.8759017196896252,0.001358881475639373,0.00018879753504268267,7.088650172769639e-05,0.00011682194927804243,0.8702151668633344,8.821785810453204e-05,7.509165028612206e-05,3.076627347761284e-05,0.00021216300598608177,0.8715036140853797,0.0011901364221456043,0.00044707051274600715,0.0001334103832447558,0.00032303260324207663,0.8797900762102154,0.0003037679676220459,0.00017496364987293887,0.0002056616983721454,0.0013327483875947154,0.9631772651013278,0.0010079386018758112,0.0003689591153513359,0.0007100370285125999,0.0021892894188114214,0.9612416966240803,0.0008127400634473347,0.0011725419688348468,0.0003355933876798588,0.0024455043175737167,0.9727597743483878,0.00030384901572158817,0.0006442977417576981,0.00042655185265175677,0.0027100434576161755,0.9745737377306182,0.002038967208147238,0.000335431891782297,0.001016065733144609,0.003040940764445255,0.9698603574048398,0.0017313977816994124,0.0006827781209822296,0.00018697490791612581,0.0014828457895267875,0.9637823941268155,0.0008422913945041797,0.0006888175385124895,0.0003489664748874021,0.0022677253658352275,0.9663859174952317,0.00045794309934952686,0.0008325571826287482,0.000847150718111094,0.004023106896529075,0.9700903496636566,0.9016625324961157,High Focus/Stress,19.68316016436539,43.78232060296969,28.270862593149587,-21.308541470843466,-11.934531655976913,-91.69380768283365,9.065775203931667,-30.225612757106536,-6.795046875293028
04/29/2025 15:23:41,1.561051326387397e-05,4.912281266979221e-06,8.243160832675412e-06,7.178827259447699e-06,0.8769731097329171,0.00016525619066340126,1.0580608932652706e-05,1.4995108656424384e-06,5.016977067064025e-06,0.8718436480133473,1.7524203211899002e-05,6.148725226242763e-06,2.4697561213781185e-06,3.063956645705766e-06,0.8701553344851196,3.4309360591554195e-05,5.671407381686314e-06,1.4436915212697839e-05,1.3756579372597351e-05,0.8752066950677421,0.00014870118925887411,2.4119076513230265e-05,1.3121508947857671e-05,1.9192628560269885e-05,0.8778166111547082,7.031749851597185e-05,4.1055412024836305e-06,7.676765494070093e-06,1.5713025019616313e-05,0.8711366476038261,5.847223227442098e-06,2.1940797051821196e-06,2.451620898321339e-06,5.641175122653773e-06,0.8711851457981932,0.00012115447902585411,4.754186079438194e-05,2.7482056765097287e-05,2.160354484034394e-05,0.8808485529652083,2.2597777754500726e-05,3.942059683512907e-06,1.8597970234979923e-06,2.31368528557278e-06,0.8776356974795385,0.00027764684565986894,5.5451030081151425e-05,4.8229766995357534e-05,6.627275793451644e-05,0.8776892977200256,4.447546611838851e-05,1.3420096700661066e-05,3.5099313846224845e-06,2.2787689759698475e-06,0.8864918271579495,3.832041587564491e-05,8.070762425031087e-06,1.788388051881622e-06,6.073221820838945e-06,0.8864408332869411,0.0002469537300806524,6.00974447606405e-05,2.6792306325229136e-05,1.1221416613117278e-05,0.8835814758837406,0.00032316298695868643,2.222784309541609e-05,2.0691532222672467e-05,7.949794025373719e-06,0.8797173205113407,2.9934139452086043e-05,2.0840105523049314e-05,5.619303342966001e-06,6.753797214161036e-06,0.8801995872592726,5.02324893764009e-06,1.3006081619626694e-06,8.267649421142914e-07,3.209957939885544e-06,0.881714357847824,0.5670443043480957,High Focus/Stress,-24.4439403776155,26.178823002793838,-27.309231096189183,87.32324796587415,32.492252559931664,-90.3253600573669,94.01308657983839,57.2852536062768,19.401766522942907
04/29/2025 15:23:42,0.0004862018674882059,4.3365462806820556e-06,5.892696246610891e-06,1.0240046712271599e-05,0.8757675957152461,9.099414338260894e-05,8.462728562814026e-06,4.421521680969271e-06,5.670937431420467e-06,0.8718569507265725,0.00019040723953969198,7.7302322908957e-06,2.601066874608442e-06,2.8758839200345733e-06,0.8696064337388127,0.00035840710800873936,9.006942956259535e-06,8.329888186561534e-06,7.1301680766260875e-06,0.8744081594285101,0.0011673124679435734,1.1686975652472219e-05,1.1067987388696708e-05,2.155029901939569e-05,0.8752310356717715,0.0008372386109164247,1.3008372149325113e-05,1.3968955648135523e-05,1.3299244053721577e-05,0.8693014010007949,0.00023261643896396064,2.86096308467713e-06,2.7298851809083e-06,4.6436932014208215e-06,0.8706558022613303,0.001791801693613271,9.104273276002816e-05,1.5244080223620871e-05,2.0945061363099704e-05,0.8771603454927996,0.0003322584320958091,4.037579914263987e-05,3.6012032599999334e-06,2.148240869844669e-06,0.8767057595914486,0.0008228372644031572,9.295703537297165e-05,7.937287751075042e-05,3.0275708621787487e-05,0.8761218042414207,0.0003836373072350837,6.99948644114077e-06,2.9296064624220907e-06,6.5593082837074035e-06,0.8854232753174018,0.000331198097691455,5.16127851846709e-06,6.411126271411614e-06,2.6067325333776604e-06,0.8853619033713215,0.002235321484547195,1.4060441747291349e-05,6.4328323079066e-06,1.0565306587876688e-05,0.8795696359333036,0.0014580274203775572,1.187200160182966e-05,8.735028171355682e-06,1.303467017909077e-05,0.877038149018698,0.0007231363647446575,2.1069666912145427e-05,7.479241942464882e-06,8.224103471141368e-06,0.8784222523361271,0.00014975242494087365,2.5045682506983375e-06,1.188845824773428e-06,1.112321811535977e-06,0.8811354053225604,0.4770986097319647,Medium Focus/Alertness,25.922845855961857,-11.586751046927557,-17.136069407091682,61.78138404625344,-37.27244862042646,-93.35007716814468,68.80356782121441,7.744944546226626,0.6134245033832454
04/29/2025 15:23:43,0.00021416630132991367,0.00021541224610874423,0.000330874202152892,0.0013647114327808125,0.9849948069545855,0.00034272441529916196,0.0003173050375192144,0.0004544222245670748,0.0018827301242025228,0.9816137313605471,0.00018227403652336822,0.00032140725134282465,0.0004352100293574287,0.001753626636443691,0.97823129397189,0.0004437044011618143,0.0002645738452128426,0.00035238692727912837,0.0014637134360375478,0.9824485489056471,0.0031278208330260127,0.00040582273814366584,0.0004485375106227254,0.0018595918347895713,0.9819878962423224,0.0005730837208682712,0.0002875032110200179,0.0004189643893351799,0.0015512805029066626,0.9777108182188701,0.0002496830616394553,0.0003046081732529224,0.00037768814117318164,0.0016793942396450166,0.979003376883969,0.003768930876970388,0.0004915695198793379,0.0004735303315993902,0.0018335543012443151,0.9823994417417876,0.00043672559496482687,7.20254164151503e-05,5.820103399624218e-05,0.0002604607597725124,0.915062633467793,0.06954039539409797,0.0003517083845317005,0.00010346476593929937,0.00016635111263441752,0.7640129479932537,0.0007255128216847172,5.9512160675369794e-05,5.616234451715222e-05,0.00015787112870378265,0.9234927524636606,0.0006335510669876324,3.1421562357376984e-05,2.4169869737576628e-05,0.00014559995531139436,0.9235415421739209,0.002273982967511473,4.1589808625534965e-05,2.9857793453914607e-05,0.00011549066965293934,0.9176348516393953,0.0017933883647441662,0.00010809599877625696,7.392092802237842e-05,0.0002612495845734797,0.9145812239791576,0.0013657330899800556,5.9361623607481304e-05,4.096373420705165e-05,0.00017238520831312312,0.9156151565903508,0.0002697339026798641,1.2874774037308694e-05,1.159190595359682e-05,7.722546498675618e-05,0.9195958504686474,2.2375383033830034,Very High Focus/Stress,2.159565947040909,3.4089978695125076,-3.1485363647306266,78.10885805803582,39.825212184652706,56.99297898449067,44.067599431149745,28.687200863688584,31.26273462173004
04/29/2025 15:23:44,0.0006278020666044573,1.8337743374645083e-06,4.791580882272722e-06,1.1579688428558286e-05,0.8771824424021568,1.9654771576343034e-05,7.398278720806264e-06,2.6658165451311166e-06,4.5226281831957095e-06,0.8736859997484283,0.00026102426986641535,7.421379902280959e-06,1.2827549150080136e-06,3.5265651137286637e-06,0.8711993860572594,0.0005418244949005977,1.7089622941856375e-05,1.1855984944894703e-05,1.776667639075458e-05,0.8756964293425382,0.0024544353455542077,1.116845326834645e-05,2.6712300766299393e-05,2.951821889987275e-05,0.8745315154734393,0.0008080885737966908,1.3051716735720763e-05,1.1970043161768297e-05,1.2635605138109529e-05,0.8710610562060221,0.00032915756749417465,1.9504165167132837e-06,1.5586951247538177e-06,3.6875520066342212e-06,0.8720005863105055,0.0024313524748720084,2.702350547084722e-05,3.262826036826008e-05,1.786137323528062e-05,0.8776059310623547,0.00012554410737360003,4.565227375119426e-06,1.637758287597654e-06,1.852698975542928e-06,0.8775483401467878,0.001013646052321112,3.286439485907069e-05,2.2719331128070974e-05,7.191105497410076e-05,0.8765432687961159,0.0005875768825523021,7.944152746007107e-06,2.1080721570272934e-06,3.741544879872122e-06,0.8856486413432355,0.0004226626907797168,5.757624521863846e-06,4.021207413107653e-06,1.8758548276323563e-06,0.8857803633922003,0.0023295297282923907,2.0994848039202144e-05,2.1819316081342536e-05,2.083636877600324e-05,0.8794735736775414,0.0014670102717129572,2.7755445685138827e-05,6.179200911326392e-06,1.186280113763093e-05,0.8774801514071775,0.0009945987877761579,1.5201632790915749e-05,8.625146541007847e-06,8.719358534336357e-06,0.878258030001129,0.00019617668457828192,1.3268143138971147e-06,6.299981697529592e-07,1.075437296439018e-06,0.8815009194508507,0.6373065569865193,High Focus/Stress,35.026886155793925,38.11107628830682,-42.43505708860732,90.440918718652,-31.213052597603063,-87.15962238015572,94.38737270362532,-16.521806432581375,10.079589420928821
