datetime,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,focus_value,focus_level,Fp1_Fp2_asymmetry,F3_F4_asymmetry,F7_F8_asymmetry,C3_C4_asymmetry,P3_P4_asymmetry,T3_T4_asymmetry,T5_T6_asymmetry,O1_O2_asymmetry,avg_asymmetry,avg_delta,avg_theta,avg_alpha,avg_beta,avg_gamma,frontal_theta,parietal_alpha,theta_alpha,beta_alpha_theta,mental_performance
05/04/2025 16:05:59,0.03773686078040262,0.03537374306056306,0.019987342294692657,0.01652404130717946,0.7621250069947513,0.00881545623907013,0.011048055029805512,0.006321030858038597,0.005585270553425176,0.8564741509967843,0.01605848477811305,0.008614118983997823,0.004494266104173543,0.004912452472869033,0.8469581335895106,0.06215782403659536,0.02710246723496526,0.014791719570925574,0.01195171212152613,0.728024020593322,0.06159706146154299,0.028101672361637017,0.01588007489579472,0.013469444156459589,0.7203933422062221,0.05860629421295009,0.03678660387076883,0.021516842130713122,0.015589296043553894,0.7127429470678457,0.154736203380683,0.05043501294282968,0.025243889198550137,0.021641098393311648,0.49675841907693746,0.035429403412348175,0.011343422739068713,0.006359997284616479,0.003898649795094773,0.7991360205164867,0.22852770070716463,0.0693380863694035,0.02387141099579506,0.012022254024546743,0.36348042708957934,0.016736888012501606,0.005893408531487977,0.0031984929531104853,0.002421651536036721,0.8476060634962714,0.03839238065022829,0.001986918815508605,0.0010011181285654153,0.0005178992021835887,0.8061064532684099,0.019979869523069287,0.005919938323391543,0.0033806764434093756,0.0019310436737809517,0.8400155533015581,0.1489809188489841,0.024320105294271574,0.013005857168465541,0.011914742976969182,0.5373096482929872,0.04196455625577555,0.0009888370711256004,0.0005406063592143713,0.0003053024475251993,0.7989541072453552,0.02215742301181048,0.0019988830428240073,0.0008961632140209838,0.0004654164861464889,0.8409473635109872,0.0014020612171372895,0.00017494279930178614,0.00013509104203802033,5.4631261168235e-05,0.8873679459447356,0.27536440271428086,Low Focus/Relaxation,16.89056491234255,-15.07281263565904,14.938938674775915,-57.92457152095396,-54.305565351310825,77.50896576766696,97.94396812354769,-24.746964400558706,6.904065446231323,0.059579961658023546,0.01996413852943441,0.010039036165132752,0.007700306653236052,0.740274975199484,0.02450444342362292,0.004380685695619588,1.9886509223637616,0.2566497289578622,0.5036935103822645
05/04/2025 16:06:00,0.03586192645932886,0.026613650030250922,0.005261801664835238,0.01247320652370632,0.8186336189006956,0.017544072724579626,0.008678284506045525,0.0018467961849567074,0.0045950426472591175,0.8477352937621419,0.010892257451692876,0.007755166166564079,0.001636718427819794,0.003913187980553155,0.8597005924080737,0.028207924829511122,0.02445484280503985,0.0044169109253528365,0.010568238295627818,0.8189468775741612,0.03296391518479297,0.02699000572413302,0.004970919592025505,0.011812729789830365,0.812964934835422,0.0395000094475473,0.030481153584237503,0.005256867763255028,0.013546231484663624,0.8042035437691117,0.07260566562015805,0.05978958476600951,0.010447458867519322,0.022519241922648234,0.7165174922851604,0.012578566420689209,0.010336816218367127,0.001407796605911362,0.003371572673806196,0.8565694103691885,0.42330800101532334,0.021019756692599003,0.00119433731692394,0.001956819529565579,0.08527924243924087,0.009473780513274363,0.005697082381855639,0.0012307781462422757,0.0018420539344012994,0.8728114537568319,0.010992464297069288,0.0015040438892131637,0.0003836240873133678,0.00048268205906967326,0.8650330433837095,0.009371860371244755,0.005088297272489352,0.0011895762920126143,0.0017138520903365365,0.8708773986717782,0.057982500123169745,0.03318942130291792,0.00756871763168038,0.011885108827718132,0.763457021516157,0.0157352976912302,0.0009684446664213115,0.00019776943026159923,0.0003834403453887183,0.8544891936365412,0.0058886761553041365,0.0016014733395896628,0.0003545869866958627,0.0004375756110605013,0.8775228688465876,0.0007160101699025822,0.00017081037695243216,2.796729403549176e-05,6.292660180527995e-05,0.8887233327663947,0.3417991041589538,Medium Focus/Alertness,6.030626550737303,-2.7957969920237935,8.729371097752411,8.203239929897057,-51.23010490529798,78.92185019379329,99.26369740725146,-28.390646260264283,14.841529627730683,0.04897643302967615,0.016521177107667876,0.002962039201052583,0.006347744394840035,0.7883415824325748,0.02082885046937848,0.0022924713262604634,5.577636211498129,0.3258057753020408,1.1202087725705374
05/04/2025 16:06:01,0.11838941887119171,0.005618774316512098,0.016929203584344524,0.02507965090911146,0.7605182546901061,0.02317706462841062,0.002019884789251592,0.011773643905780652,0.023783610692146746,0.9074252099133344,0.022613877816085173,0.0018668869407121296,0.010531604463675992,0.02239429258575118,0.9092415036647666,0.09711204250942893,0.004069988823323158,0.01977455948274028,0.033288713989786514,0.7605711070161685,0.1135669622549311,0.0042007457123619946,0.019863886304785368,0.0326150792611936,0.7337736229763647,0.1299874035377858,0.00533299738322278,0.019827909926950306,0.033245808352086986,0.713856200255191,0.23828514975994736,0.007332559339454055,0.030159983639495427,0.042507707220298306,0.48434017264947904,0.04222101286542527,0.0021382647331368173,0.011635193433022727,0.017479898888839464,0.8814026138370862,0.39247207160884306,0.01551561112423621,0.032650628053743094,0.023712871602433523,0.4765414036754197,0.03916066566185192,0.004831501479185091,0.006095785887438245,0.003972757042608719,0.8479311494178656,0.03267608376719984,0.0038256690782740243,0.002039370500067238,0.0036362174573228026,0.8499156834772261,0.041909328004414895,0.0049477509384954045,0.0045871230297610975,0.0028419736325621743,0.8412919865827492,0.20992595015911625,0.009667892579995209,0.021530327531853164,0.009090849701545686,0.5360300905220203,0.020207589554198376,0.0029579454776146527,0.0011582493364051363,0.005105139961803023,0.8687398226760314,0.0322089100866966,0.03007747551649306,0.0310232039271281,0.1039722761855889,0.6062841214294078,0.0232410231786804,0.03219006643999287,0.04042134587509576,0.13773153666010107,0.5637627728538483,1.3096093020120938,Very High Focus/Stress,5.568373064186223,0.09063932915763814,-7.752218466523974,-47.45409233743248,-38.44797430534669,66.37342984591841,-30.493152653280305,-92.80175865943494,-18.114594272844514,0.09857215964151296,0.008537125917016322,0.017500126180142943,0.03252864900894876,0.7338516072273167,0.003851546327563958,0.017144541734194316,0.48783224927276436,1.2493119046344265,0.42075341636753577
05/04/2025 16:06:02,0.07098861374621393,0.016325852616337275,0.002221735203769096,0.007038531514655567,0.7863249831892899,0.01872038969870645,0.0046029472403704514,0.0007142778252840273,0.00213905277039697,0.8592890274148973,0.01600206142702298,0.003874853735099647,0.0005857140609985797,0.0018377156351172584,0.8634370058182096,0.053092024589214803,0.013522390361680629,0.0017053149924600298,0.005535521581811857,0.8054909145992901,0.0683074258512038,0.014868095697774584,0.001899523896566582,0.006431105898082121,0.7838612927493958,0.07766529839731781,0.018374222989985364,0.002280730070137042,0.007637924718407338,0.7683801406332667,0.16809005514622077,0.03281581422017381,0.0040151955643557185,0.01364951288950076,0.6301305084948294,0.024430547227694735,0.0047632218940031,0.0005729169863238982,0.0019024515050628651,0.8526317361008053,0.3209653405033392,0.04769281095614537,0.0016859409545943644,0.006546953497106981,0.35161998986046433,0.015816087184190433,0.0034001185641003065,0.0005505571843566659,0.0005115204187732463,0.8672097896759806,0.011482525661367338,0.0009588851470236828,0.0002593648341317462,0.0002772168696320259,0.86924639433192,0.01667938693718851,0.0028823457605742266,0.0005309768228406085,0.00059444315712993,0.8642774372240146,0.11477976499356667,0.01956228116165937,0.0032320937969948643,0.004031415719745356,0.7143654433420809,0.00812207333277965,0.0005067413096268637,0.0001489987204000342,0.0004302866563118464,0.8737718265708004,0.008318923284085034,0.0009756532247884542,0.00020084334767329448,0.00017591567282775874,0.8761621470575466,0.0004490197727319047,7.90079901190147e-05,1.2684707364431477e-05,6.230540663720314e-05,0.8893845427833091,0.34996482880528207,Medium Focus/Alertness,9.889582053706683,-9.119210856728484,13.150333851218626,-49.27374794618576,-34.366401709022284,75.88318007312455,99.21814648689333,-14.819437684776481,11.320305533528774,0.062119346109552755,0.011575327679341385,0.0012885543105156864,0.0036751171194499424,0.7909739487403813,0.011928060440207992,0.0010087800403329127,8.983189598511277,0.28569269543577147,1.6794113667145705
05/04/2025 16:06:03,0.03683427045409245,0.019668607245827436,0.03041311847778666,0.027495103325227734,0.7824981939125527,0.012513704999455698,0.0058546684317273955,0.009444623824304329,0.00928786322641298,0.8459366639681617,0.01032283682574102,0.005036070190526587,0.008226807697902341,0.008384380009185458,0.8518275587169086,0.03791933682526865,0.016389546300317925,0.024692260412413878,0.021640068067432086,0.7819375014403506,0.03967538446034533,0.01794405469669578,0.02931989864971432,0.025343264013764043,0.7710965045780798,0.04773420007510081,0.020445227307122043,0.03339389476498354,0.027731066473371178,0.7562331275124021,0.09433667721701444,0.03953846082028788,0.061670561901320274,0.04845757598762627,0.6310485120432393,0.01523031160159443,0.005756251213768148,0.009349964639165997,0.006954723986034295,0.8476816255431416,0.27980628217576436,0.028158902715131315,0.030202486089861855,0.01708356813824447,0.3050652462926871,0.009686800208866914,0.00486236926378548,0.0043024722105296205,0.0028830961867539586,0.8701354684882376,0.006376428722340533,0.0013395079647452231,0.0008428112333917038,0.0007166011208584759,0.8777384109540785,0.01002726224442071,0.0040725482346054605,0.00348907557473517,0.00254068773810033,0.8682645762795866,0.06911010636473999,0.027978214854583648,0.02884407211941263,0.02012716656892963,0.7304991818135662,0.004843716938562291,0.00038397041490936443,0.0005138745181098431,0.0008651132642214962,0.8793601053407508,0.00481125634489567,0.0013395065986310417,0.0008272293999965913,0.0005068439310584427,0.8813859369436068,0.00023780852746905023,5.906306730651428e-05,0.000113767372914341,0.00014044039015188205,0.890051363188772,0.5149244495019834,High Focus/Stress,6.8914401466096775,-6.496172362481302,10.381669050442062,-52.72118684517323,-61.088030656270135,86.95687634061134,99.21425510391072,-23.3654437703223,7.471675875915853,0.04246664899910453,0.012426685582498202,0.017227932430408942,0.013759847651710793,0.7856724985635076,0.01422302902870286,0.00832243157511346,0.7213103274403327,0.4640035371800046,0.334548611906562
05/04/2025 16:06:05,0.017942227684576633,0.03012160589867686,0.01759493164560353,0.02813387426925569,0.7994437822921008,0.0038086606346814196,0.009033872777960562,0.005518248075940187,0.008935189274787234,0.8611396939802527,0.004204934727960531,0.007674444635516794,0.004755055584990846,0.007492767554543571,0.8627914017003423,0.01993044490416921,0.023559091592804494,0.013600003498967684,0.021815950025247013,0.8036307617355017,0.02393187910353029,0.027775996630321986,0.016230908195631544,0.025848827309553145,0.7861182242279376,0.027454504726230223,0.0326522959803533,0.018140946273245605,0.02952399617744754,0.7735938825937673,0.07191349361214108,0.060183288924280556,0.03234596862704199,0.047945841964206516,0.6363763785232676,0.010879312842007287,0.008422364103704295,0.004472481204430777,0.00709263514676903,0.8529869142564321,0.15073235698925458,0.08378386302890514,0.02578923398006975,0.033319395681020963,0.5596904993489373,0.004870559128408273,0.006170931279964947,0.0031655215017498016,0.003057477081385277,0.8737518662920641,0.005412081601679707,0.0016774419448832452,0.0008663746877206566,0.0007371769189883661,0.8777545452119094,0.005696308859976235,0.00529765337770337,0.0027437274089107786,0.0026837180799981555,0.8717727447493964,0.04286341033993266,0.03798473810111671,0.019359987774398676,0.02072686245851294,0.7464592516999305,0.0034101857453315795,0.00043508978200690015,0.0004220847176714305,0.0006595382133298383,0.8832682823437948,0.0033490865500621996,0.0015853646456513762,0.0007551446121940532,0.0005726025944777714,0.8825676174634778,0.00014590109320331267,7.331467854478771e-05,7.160350999805758e-05,0.00012022084648192778,0.8906974172174491,0.5520367477264276,High Focus/Stress,7.428890609470955,-5.556982906882582,12.806335798172269,-70.4413237837788,-52.0027597818319,82.1718464065056,99.26301959576976,-28.291844764068173,5.672147646669641,0.024784084283946586,0.021026959836399708,0.010364513831160337,0.014916629599750311,0.8101277039772851,0.021802884585939,0.005760423345257042,2.0287454075446663,0.47518092835396764,0.5594223295678109
05/04/2025 16:06:06,0.07517592606873305,0.02505191113806989,0.022364930555050948,0.04464717084198165,0.7382252682298106,0.0206790957274386,0.005728968442240846,0.008177800769736154,0.016364424895600645,0.8647714168938061,0.018112097616645145,0.005257641825840114,0.0071948926619547545,0.01475453036641645,0.870681621165789,0.059092334392066556,0.016204407755888817,0.01894619511607914,0.03389064411927914,0.7782673431724337,0.07090118316528614,0.019107554795763912,0.021605874297863866,0.03996737609154113,0.7482603532958344,0.080447408564911,0.023475294210585886,0.024500464655863405,0.04411607305639413,0.7258484056740472,0.15454054777851184,0.038641922025589547,0.04120456920393694,0.06881205922149887,0.5688730951428234,0.0252017548859499,0.005538621508849488,0.007164178342277096,0.011110412285354676,0.8653850715708914,0.4010415978178852,0.04108599295165351,0.014419799564322978,0.019645720201307466,0.21318437729221154,0.02046397048497638,0.010573631737127104,0.004051147112299864,0.010889276061348612,0.9458605563784971,0.009674898152407367,0.004991373728312616,0.0018538131341051171,0.006686789271762942,0.9681281418012744,0.018359716082154733,0.009924784902985649,0.0036949865533115697,0.009478462241085277,0.9492274618857149,0.11734814890629558,0.03726963117018863,0.020652528636173104,0.03697285301180964,0.7291563010030104,0.004977397590093943,0.003049278004433992,0.0019349808829101061,0.006217696469086479,0.976052678100934,0.008322862310250239,0.005193440985914095,0.0018608778702995216,0.006326867255378548,0.9716920813840361,0.0005658705384776344,0.0011200711014669664,0.0013883777716920417,0.005201813284255239,0.9880067037109839,0.924642146417973,High Focus/Stress,6.393857472986015,-6.2780746068443545,8.275580448201056,-33.61577394789316,-33.18147208272414,82.09663908978325,87.40180874597236,1.9522067976824993,14.130596489645441,0.06780655063013022,0.015763407892806943,0.012563463570492287,0.023442635542131305,0.8063513047938811,0.015804296361398244,0.006897426523820458,1.2547023998883828,0.8275758787024532,0.48912899030201124
05/04/2025 16:06:07,0.038398727632836534,0.03098647000579624,0.005194684924036881,0.03271227306364282,0.7900043968556583,0.022006188422633896,0.010299464862749168,0.0014975551800873908,0.010688523857253747,0.8440694931202166,0.020143979282005883,0.00887055317955365,0.0012154681909647734,0.00932151605312112,0.8505761669775603,0.04564308805854285,0.0265602854695954,0.003802243871193568,0.024267328559917267,0.7922629354083088,0.04030582691607862,0.028895543282295728,0.0045326630491219835,0.028778634746782238,0.7927115907175993,0.05294174850801943,0.03402564442430066,0.00516040326016599,0.033002078820919226,0.7691745437040374,0.0818684851651812,0.06203254518409856,0.010151313109188223,0.057424395587026944,0.6781932642680165,0.014155184348929541,0.010467665226235467,0.00157952796991953,0.00833041438937312,0.858861981633102,0.34018235295186466,0.04240780426552229,0.0037790787084028142,0.01444280330382322,0.20546442408642387,0.01040779125610507,0.005336837476088855,0.0008153311529676087,0.00405289341143073,0.8740311364829292,0.00477107936497578,0.001240128489416901,0.00019259784096231498,0.0011378341061289965,0.8857532735029856,0.009143416867395405,0.004451530205986988,0.0006852077418641318,0.0038807385736125675,0.8764811611735045,0.05899908330084706,0.032659627858604864,0.005605723853655484,0.028495107491884775,0.7631180737048645,0.0035571351527491305,0.0005999088398111374,9.844973688641378e-05,0.0010693722371473188,0.8879820038826046,0.004128045070803871,0.001161219779360676,0.00017881696516114048,0.0009029419773876605,0.8874841169379702,0.0002108852618732037,0.00014109485057756948,2.1210736949622364e-05,0.00019150009433383186,0.8942627148517418,0.780112270367958,High Focus/Stress,10.397514158280858,-6.47617782664399,15.47684865063608,-41.04706448005086,-56.11833765236055,85.13070847421963,99.24609975082927,-28.985531865612497,9.703007401162242,0.04667893859755263,0.018758520212499637,0.002781892268220492,0.016168647267111598,0.7906519548317203,0.023272993537381808,0.0016261850433578883,6.7430793157561775,0.7506192038608099,1.387569716716093
05/04/2025 16:06:08,0.060625875797425885,0.03115485207561944,0.10880455075604577,0.10797449227914542,0.5863060678481314,0.021020293397151103,0.008809736633373661,0.04554107458102524,0.046456482978072325,0.758822462448838,0.016884032596726693,0.007107593935582542,0.039727995756258204,0.04056087748712303,0.7773648036466563,0.03425427086357077,0.02164297474121314,0.1057498825367735,0.10229490356229932,0.6329964467559099,0.053475197052889896,0.02665823065762609,0.11290008898681929,0.11019527151128472,0.5891327149318367,0.059136107423615435,0.030487208099105528,0.12459637274986542,0.12722998861223886,0.5751667921875672,0.10109034771433155,0.049142147356204126,0.1830900092454981,0.16987284330951738,0.39514971092441603,0.024274509260027107,0.013464089532354999,0.04232673379905353,0.038192803498721326,0.771902419630102,0.3950868206358807,0.016851006087805456,0.02791449358348818,0.022358942386504762,0.05409991245216239,0.0207172883214564,0.0074831867665118386,0.025241626645885223,0.01914831547546624,0.8167225891131945,0.011927128112758213,0.0014831875473816378,0.007366645692702438,0.004330198497004577,0.8561484853318686,0.019182948900200163,0.0066371129042215385,0.023390386164713537,0.01668329385162359,0.8204551521096264,0.09768023337332182,0.03336844460397441,0.12211307620653655,0.09382084224440594,0.5285724170430531,0.008609582408779862,0.0011071771041906088,0.005700249311992192,0.005564657435424929,0.8673006848003331,0.009512654175568978,0.0020203263946771887,0.005363736014100671,0.0038101558001323106,0.8663676937800334,0.0013812876087733242,6.19201676373279e-05,0.0008602006791377585,0.0008238914123176013,0.8878178080435003,0.7611591272766677,High Focus/Stress,6.817335760520542,-4.924824427916717,1.4237264513212449,20.51820668946266,-52.09781147379323,75.76784098307057,98.60099575952998,3.0415197415157538,18.64337368546385,0.05842866110265487,0.01609244966296747,0.06129294516936848,0.05683237252133014,0.6740203850654519,0.0209767660237534,0.038432577185772566,0.2625497864150566,0.7344069594070533,0.2978698077697363
05/04/2025 16:06:09,0.16554763815418733,0.09936506649720966,0.01922270049364615,0.08757066903594686,0.557985836100508,0.0719507587193098,0.045017394918462336,0.010339709198595844,0.04753964433300566,0.7188280080007554,0.06354705134170546,0.040563155857416516,0.00925806249534578,0.04187234795332526,0.7393424228743539,0.1452899232037571,0.10938547229453797,0.020991498774739218,0.09219552689670325,0.5635316632029991,0.15453291325984353,0.1062375279864112,0.022623769625810475,0.10178306655472946,0.5425312221139023,0.17197781302803575,0.11375786439841423,0.024395671582581716,0.10580580761332098,0.5126297186938015,0.21667206492768187,0.16642857650470824,0.035947788930468884,0.1592684137292991,0.3797006373417869,0.07870665088262177,0.052280148334793504,0.010383595759426064,0.04315325686879534,0.7273648025287148,0.4996976194457851,0.07361727124130399,0.006087049804305392,0.021960641326384176,0.06050294542948227,0.06401861633318671,0.03781239629306338,0.006632467353005194,0.01803587609756422,0.7766967556606779,0.012860997445858509,0.006906243196475229,0.0012575241916571635,0.0038281183035116613,0.861297818490217,0.04650940549405034,0.021348649831685055,0.004338529067342988,0.012067451209022813,0.8103752638950004,0.2143499116266416,0.1267074449228591,0.025298216403735276,0.07482688609151684,0.49122670183183326,0.010708634154157714,0.012040020602445899,0.0021947511545587985,0.00800198402995592,0.8579594900016805,0.013700815851492435,0.007124846475414177,0.001281427416794781,0.0027851497395945716,0.8692931982018054,0.0008214824066950664,0.0010308821882340584,0.00024563264861167356,0.0012209165105124193,0.8885369960374582,0.7080901845082228,High Focus/Stress,5.519233105386366,-3.7684453733044077,-4.3984421255992,26.086081073723754,-55.056746837257734,68.8472173166354,98.07677654132469,26.273786545102055,20.197432530751364,0.12068076851718812,0.06372643509646467,0.012531149681289086,0.051369734768324286,0.6473627175253112,0.08572108032540866,0.007784975577836775,5.085442015876479,0.6736344314868745,1.091885825926706
